1          TEST OF QUAD ON KAHANER 21

          ATTEMPED ACCURACY   1.000E-03



            N      TRUE           CALC         ERROR       EST ERR    JCALL     KWARN


            1   1.7182818651   1.7182825804  -7.153E-07   6.539E-06    13         0
            2    .6999999881    .6999986172   1.371E-06   3.398E-06    65         0
            3    .6666666865    .6657652855   9.014E-04   6.485E-04    17         0
            4    .4794282317    .4794318080  -3.576E-06   3.168E-05    13         0
            5   1.5822329521   1.5822820663  -4.911E-05   3.226E-04    17         0
            6    .4000000060    .4000185728  -1.857E-05   2.903E-05    15         0
            7   2.0000000000   1.9998348951   1.651E-04   4.576E-04    26         0
            8    .8669729829    .8669791222  -6.139E-06   5.987E-05    15         0
            9   1.1547006369   1.1546144485   8.619E-05   5.292E-04    95         0
           10    .6931471825    .6931497455  -2.563E-06   2.003E-05    13         0
           11    .3798854947    .3798854351   5.960E-08   3.318E-07    13         0
           12    .7775046229    .7775045633   5.960E-08   5.811E-08    13         0
           13    .0090986453    .0091409767  -4.233E-05   4.377E-04   381         0
           14    .5000002384    .4998455942   1.546E-04   4.740E-04    52         0
           15   1.0000000000   1.0000681877  -6.819E-05   4.863E-04    52         0
           16    .4993638098    .4994501173  -8.631E-05   4.635E-04    48         0
           17    .1121395677    .1120740548   6.551E-05   6.504E-04   185         0
           18    .8386763334    .8386821747  -5.841E-06   5.778E-04    57         0
           19  -1.0000000000  -1.0000329018   3.290E-05   2.165E-04    28         0
           20   1.5643965006   1.5643962622   2.384E-07   1.148E-04    19         0
           21    .2108027339    .2097787708   1.024E-03   3.021E-04    49         0
           22    .2108027339    .2108431906  -4.046E-05   3.061E-04    99         0
1          TEST OF QUAD ON KAHANER 21

          ATTEMPED ACCURACY   1.000E-06



            N      TRUE           CALC         ERROR       EST ERR    JCALL     KWARN


            1   1.7182818651   1.7182823420  -4.768E-07   3.834E-06    15         1
            2    .6999999881    .6999986172   1.371E-06   3.398E-06    65         1
            3    .6666666865    .6666666269   5.960E-08   4.611E-07    28         0
            4    .4794282317    .4794282615  -2.980E-08   3.414E-07    19         0
            5   1.5822329521   1.5822329521    .000E+00   6.524E-07    33         0
            6    .4000000060    .4000005424  -5.364E-07   9.184E-07    29         0
            7   2.0000000000   1.9999990463   9.537E-07   3.504E-06    42         1
            8    .8669729829    .8669730425  -5.960E-08   7.845E-07    19         0
            9   1.1547006369   1.1546949148   5.722E-06   9.882E-06   155         1
           10    .6931471825    .6931473017  -1.192E-07   1.920E-07    19         0
           11    .3798854947    .3798854351   5.960E-08   3.318E-07    13         0
           12    .7775046229    .7775045633   5.960E-08   5.811E-08    13         0
           13    .0090986453    .0090984497   1.956E-07   9.980E-07  1887         0
           14    .5000002384    .5000030994  -2.861E-06   1.030E-04    64         1
           15   1.0000000000   1.0000016689  -1.669E-06   6.545E-06    74         1
           16    .4993638098    .4993709624  -7.153E-06   2.193E-05    78         1
           17    .1121395677    .1121395677    .000E+00   6.896E-07   521         0
           18    .8386763334    .8386748433   1.490E-06   2.785E-06    97         1
           19  -1.0000000000  -1.0000002384   2.384E-07   1.155E-06    38         1
           20   1.5643965006   1.5643962622   2.384E-07   9.696E-07    29         0
           21    .2108027339    .2097361684   1.067E-03   3.754E-07   127         0
           22    .2108027339    .2108028233  -8.941E-08   3.699E-07   267         0
0    TEST OF QUAD ON F(X)=(2**A)/(1.+(X*(2**A))**2)
0          LIMITS -1.00  1.00   ATTEMPTED ACCURACY    1.00E-06

              A        TRUE INT  TRUE ERR    CALC ERR    JCALL      KWARN
     4.776E-04    7.867E-03         1        69
0NOISE LEVEL 10**( -3)
    "TRUE" ERR     EST ERR      KWARN     JCALL
    -2.867E-05    2.862E-04         1        77
     6.133E-05    4.123E-04         1        89
     2.495E-04    7.591E-04         1       105
     2.694E-05    2.236E-04         1       109
    -9.614E-05    5.819E-04         1        73
0NOISE LEVEL 10**( -4)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     2.509E-05    5.650E-05         1        69
    -3.612E-05    9.560E-05         1       115
    -3.612E-05    4.660E-05         1        79
     6.735E-06    2.281E-05         1        95
     7.033E-06    9.024E-06         1       105
0NOISE LEVEL 10**( -5)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     4.768E-06    4.855E-06         1        35
     1.788E-06    7.019E-06         1        27
     1.431E-06    5.403E-06         1        23
     4.530E-06    5.016E-06         1        27
     9.537E-07    2.598E-06         1        57
0NOISE LEVEL 10**( -6)
    "TRUE" ERR     EST ERR      KWARN     JCALL
    -2.384E-07    1.538E-06         1        25
     3.576E-07    5.729E-07         0        25
    -7.153E-07    1.095E-06         1        33
    -6.557E-07    2.096E-06         1        25
    -1.192E-07    1.443E-06         1        25
0NOISE LEVEL 10**( -7)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     5.960E-08    7.659E-07         0        25
    -5.960E-08    1.049E-06         1        25
      .000E+00    7.444E-07         0        25
      .000E+00    1.745E-07         0        25
      .000E+00    1.009E-06         1        25
    3    2
0NOISE LEVEL 10**(  1)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     4.460E-01    7.179E+00         1        89
     1.339E-01    5.572E+00         1       113
    -2.215E+00    5.064E+00         1        89
    -2.671E+00    7.109E+00         1        63
    -1.930E-01    7.375E+00         1        89
0NOISE LEVEL 10**(  0)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     3.732E-03    4.548E-01         1        89
    -3.695E-02    5.585E-01         1       105
     1.408E-02    4.103E-01         1       133
     1.341E-01    7.129E-01         1        71
     3.094E-02    1.056E+00         1        97
0NOISE LEVEL 10**( -1)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     1.048E-02    6.986E-02         1        71
    -2.547E-03    1.199E-01         1        97
     9.067E-03    5.834E-02         1        71
     9.002E-03    1.098E-01         1       111
     4.506E-03    1.005E-01         1       101
0NOISE LEVEL 10**( -2)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     1.404E-03    1.202E-02         1       139
    -3.978E-03    1.213E-02         1       125
     7.974E-04    3.950E-03         1        71
    -2.421E-03    2.188E-03         1        83
     3.850E-03    1.086E-02         1        87
0NOISE LEVEL 10**( -3)
    "TRUE" ERR     EST ERR      KWARN     JCALL
    -3.406E-04    2.262E-04         1        69
    -1.609E-04    4.561E-04         1       101
    -1.719E-04    1.934E-04         1        83
     1.776E-05    6.144E-04         1        85
     3.713E-04    3.403E-04         1        85
0NOISE LEVEL 10**( -4)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     9.835E-06    9.059E-06         1       121
     6.437E-06    3.241E-05         1       123
    -7.546E-05    4.268E-05         1        87
    -9.251E-05    1.898E-05         1       113
     6.974E-06    3.003E-05         1        85
0NOISE LEVEL 10**( -5)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     1.484E-05    3.175E-06         1        21
     8.345E-07    4.127E-06         1        29
    -2.384E-06    4.336E-06         1        45
    -7.510E-06    3.270E-06         1        45
     1.311E-06    4.924E-06         1        47
0NOISE LEVEL 10**( -6)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     3.576E-07    6.646E-07         0        25
    -5.960E-07    2.107E-06         1        25
    -1.013E-06    1.212E-06         1        29
    -2.384E-07    1.431E-06         1        25
    -1.192E-07    2.102E-06         1        25
0NOISE LEVEL 10**( -7)
    "TRUE" ERR     EST ERR      KWARN     JCALL
      .000E+00    2.944E-07         0        25
     5.960E-08    7.720E-07         0        25
      .000E+00    8.507E-07         0        25
      .000E+00    8.347E-07         0        25
     5.960E-08    1.171E-06         1        25
0   4 9.97226000E-01   1.606E-06         1       181
    4    1
0NOISE LEVEL 10**(  1)
    "TRUE" ERR     EST ERR      KWARN     JCALL
    -1.543E+00    1.366E+01         1        73
    -1.094E+00    9.678E+00         1        73
    -2.100E-01    6.428E+00         1       105
    -1.093E+00    5.351E+00         1        65
     1.856E+00    6.067E+00         1        89
0NOISE LEVEL 10**(  0)
    "TRUE" ERR     EST ERR      KWARN     JCALL
    -1.010E-02    8.354E-01         1        79
     7.973E-02    8.650E-01         1        89
     2.039E-03    6.321E-01         1        97
     5.566E-02    8.395E-01         1        81
     1.195E-01    7.292E-01         1        97
0NOISE LEVEL 10**( -1)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     9.753E-04    9.530E-02         1        87
     1.936E-02    5.086E-02         1       105
     1.139E-02    6.743E-02         1       103
    -4.511E-03    8.793E-02         1       131
    -7.243E-03    5.633E-02         1        95
0NOISE LEVEL 10**( -2)
    "TRUE" ERR     EST ERR      KWARN     JCALL
    -5.274E-04    9.408E-03         1       191
     8.245E-04    8.928E-03         1       193
     1.647E-03    1.274E-02         1       149
     2.292E-03    8.955E-03         1       121
    -2.178E-04    1.222E-02         1       163
0NOISE LEVEL 10**( -3)
    "TRUE" ERR     EST ERR      KWARN     JCALL
    -1.580E-04    6.681E-04         1       157
    -2.987E-04    1.113E-03         1       223
     2.694E-04    1.293E-03         1       139
     7.463E-05    1.090E-03         1       213
     3.356E-05    1.087E-03         1       179
0NOISE LEVEL 10**( -4)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     2.068E-05    2.327E-05         1       219
    -1.961E-05    2.529E-05         1       293
     6.020E-06    1.618E-05         1       269
    -6.139E-06    7.547E-05         1       263
    -5.186E-06    7.387E-05         1       193
0NOISE LEVEL 10**( -5)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     6.557E-07    2.724E-06         1       181
    -3.576E-07    4.514E-06         1       173
    -5.960E-08    4.075E-06         1       157
    -2.444E-06    8.685E-06         1       173
    -5.960E-07    2.839E-06         1       193
0NOISE LEVEL 10**( -6)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     1.192E-07    1.584E-06         1       149
     2.980E-07    1.800E-06         1       149
     1.192E-07    2.157E-06         1       149
      .000E+00    1.682E-06         1       145
     2.980E-07    1.220E-06         1       153
0NOISE LEVEL 10**( -7)
    "TRUE" ERR     EST ERR      KWARN     JCALL
      .000E+00    1.636E-06         1       145
    -5.960E-08    1.732E-06         1       145
      .000E+00    1.723E-06         1       145
    -5.960E-08    1.717E-06         1       145
     5.960E-08    1.702E-06         1       145
    4    2
0NOISE LEVEL 10**(  1)
    "TRUE" ERR     EST ERR      KWARN     JCALL
    -1.326E+00    9.766E+00         1        73
     3.335E-01    9.555E+00         1        65
    -3.340E-01    9.799E+00         1        57
    -7.924E-01    1.032E+01         1        57
     7.281E-02    1.049E+01         1        79
0NOISE LEVEL 10**(  0)
    "TRUE" ERR     EST ERR      KWARN     JCALL
    -1.136E-01    9.221E-01         1       117
     1.938E-01    1.356E+00         1        65
    -1.137E-01    7.152E-01         1        95
    -9.581E-03    1.218E+00         1        79
    -5.200E-03    1.440E+00         1        73
0NOISE LEVEL 10**( -1)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     6.862E-03    1.072E-01         1        73
     2.820E-04    1.709E-01         1        73
     2.812E-03    1.173E-01         1        87
     1.843E-02    1.077E-01         1        81
    -1.529E-03    1.034E-01         1       105
0NOISE LEVEL 10**( -2)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     1.853E-03    9.138E-03         1       157
    -4.535E-03    1.741E-02         1       113
    -3.947E-03    1.660E-02         1       107
     1.132E-03    8.527E-03         1       125
    -1.957E-03    1.826E-02         1       147
0NOISE LEVEL 10**( -3)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     1.377E-04    1.415E-03         1       249
     2.548E-04    1.080E-03         1       135
     5.836E-04    1.910E-03         1       153
     2.443E-04    1.510E-03         1       149
     6.247E-05    1.218E-03         1       123
0NOISE LEVEL 10**( -4)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     9.179E-06    2.705E-05         1       365
     1.764E-05    1.769E-05         1       291
    -2.801E-05    2.041E-04         1       167
    -2.950E-05    2.076E-05         1       221
    -2.331E-05    1.375E-04         1       191
0NOISE LEVEL 10**( -5)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     3.397E-06    7.260E-06         1       225
    -1.848E-06    6.279E-06         1       169
    -2.146E-06    4.992E-06         1       181
    -3.636E-06    7.970E-06         1       229
     6.914E-06    7.797E-06         1       189
0NOISE LEVEL 10**( -6)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     4.768E-07    1.787E-06         1       149
     1.192E-07    2.229E-06         1       153
    -1.788E-07    1.878E-06         1       145
     8.941E-07    2.192E-06         1       149
     2.384E-07    1.970E-06         1       153
0NOISE LEVEL 10**( -7)
    "TRUE" ERR     EST ERR      KWARN     JCALL
     5.960E-08    1.741E-06         1       145
    -5.960E-08    1.656E-06         1       145
     1.788E-07    1.868E-06         1       145
     1.192E-07    1.716E-06         1       145
    -1.192E-07    1.724E-06         1       145
